DEPARTAMENTO,MUNICIPIO,FECHA_HECHO,GENERO,DESCRIPCION_CONDUCTA_CAPTURA,GRUPO_ETARIO,CANTIDAD 
AMAZONAS,LETICIA,2024-02-29,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-03-02,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-03-03,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-04,MASCULINO,ARTÍCULO 265. DAÑO EN BIEN AJENO,ADULTOS,1
AMAZONAS,LETICIA,2024-03-07,MASCULINO,ARTÍCULO 239. HURTO RESIDENCIAS,ADULTOS,1
AMAZONAS,LETICIA,2024-03-07,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-03-07,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADULTOS,1
AMAZONAS,LETICIA,2024-03-08,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-08,MASCULINO,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ADULTOS,1
AMAZONAS,LETICIA,2024-03-08,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,2
AMAZONAS,LETICIA,2024-03-08,MASCULINO,ARTÍCULO 429. VIOLENCIA CONTRA SERVIDOR PÚBLICO,ADULTOS,1
AMAZONAS,LETICIA,2024-03-09,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-03-09,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-03-11,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-12,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-13,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-13,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-03-13,MASCULINO,ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES,ADULTOS,3
AMAZONAS,LETICIA,2024-03-13,MASCULINO,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ADULTOS,1
AMAZONAS,LETICIA,2024-03-14,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-03-14,MASCULINO,ARTÍCULO 239. HURTO PERSONAS,ADULTOS,1
AMAZONAS,LETICIA,2024-03-14,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,5
AMAZONAS,LETICIA,2024-03-15,MASCULINO,ARTÍCULO 239. HURTO PERSONAS,ADULTOS,1
AMAZONAS,LETICIA,2024-03-15,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,2
AMAZONAS,LETICIA,2024-03-18,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-03-18,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-03-18,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-19,MASCULINO,ARTÍCULO 103. HOMICIDIO,ADULTOS,1
AMAZONAS,LETICIA,2024-03-19,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-19,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,2
AMAZONAS,LETICIA,2024-03-20,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-21,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-21,MASCULINO,ARTÍCULO 239. HURTO RESIDENCIAS,ADULTOS,1
AMAZONAS,LETICIA,2024-03-24,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-03-24,MASCULINO,ARTÍCULO 239. HURTO MOTOCICLETAS,ADULTOS,1
AMAZONAS,LETICIA,2024-03-24,MASCULINO,ARTÍCULO 407. COHECHO POR DAR U OFRECER,ADULTOS,1
AMAZONAS,LETICIA,2024-03-26,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-27,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-28,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-03-31,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-03-31,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,2
AMAZONAS,LETICIA,2024-04-01,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,2
AMAZONAS,LETICIA,2024-04-02,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-04-03,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-04-03,MASCULINO,ARTÍCULO 239. HURTO RESIDENCIAS,ADULTOS,1
AMAZONAS,LETICIA,2024-04-03,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-04-04,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-04-04,MASCULINO,ARTÍCULO 239. HURTO PERSONAS,ADULTOS,1
AMAZONAS,LETICIA,2024-04-04,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,2
AMAZONAS,LETICIA,2024-04-05,MASCULINO,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ADULTOS,1
AMAZONAS,LETICIA,2024-04-06,FEMENINO,ARTÍCULO 447. RECEPTACIÓN,ADULTOS,1
AMAZONAS,LETICIA,2024-04-07,MASCULINO,OTROS,ADULTOS,1
AMAZONAS,LETICIA,2024-04-07,MASCULINO,ARTÍCULO 239. HURTO ENTIDADES COMERCIALES,ADULTOS,1
AMAZONAS,LETICIA,2024-04-07,MASCULINO,ARTÍCULO 239. HURTO RESIDENCIAS,ADULTOS,1
AMAZONAS,LETICIA,2024-04-07,MASCULINO,ARTÍCULO 447. RECEPTACIÓN,ADULTOS,2
AMAZONAS,LETICIA,2024-04-08,MASCULINO,ARTÍCULO 111. LESIONES PERSONALES,ADULTOS,1
AMAZONAS,LETICIA,2024-04-09,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-04-10,MASCULINO,ARTÍCULO 447. RECEPTACIÓN,ADULTOS,1
AMAZONAS,LETICIA,2024-04-11,MASCULINO,ARTÍCULO 239. HURTO PERSONAS,ADULTOS,1
AMAZONAS,LETICIA,2024-04-12,MASCULINO,ARTÍCULO 239. HURTO PERSONAS,ADULTOS,1
AMAZONAS,LETICIA,2024-04-12,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADULTOS,2
AMAZONAS,LETICIA,2024-04-13,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-04-14,MASCULINO,ARTÍCULO 239. HURTO PERSONAS,ADULTOS,1
AMAZONAS,LETICIA,2024-04-15,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-04-15,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-04-15,MASCULINO,ARTÍCULO 239. HURTO PERSONAS,ADULTOS,1
AMAZONAS,LETICIA,2024-04-16,MASCULINO,ARTÍCULO 103. HOMICIDIO,ADULTOS,1
AMAZONAS,LETICIA,2024-04-16,MASCULINO,ARTÍCULO 265. DAÑO EN BIEN AJENO,ADULTOS,1
AMAZONAS,LETICIA,2024-04-17,MASCULINO,ARTÍCULO 103. HOMICIDIO,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-04-17,MASCULINO,ARTÍCULO 111. LESIONES PERSONALES,ADULTOS,1
AMAZONAS,LETICIA,2024-04-18,MASCULINO,ARTÍCULO 239. HURTO MOTOCICLETAS,ADULTOS,3
AMAZONAS,LETICIA,2024-04-20,MASCULINO,ARTÍCULO 103. HOMICIDIO,ADULTOS,1
AMAZONAS,LETICIA,2024-04-21,MASCULINO,ARTÍCULO 239. HURTO RESIDENCIAS,ADULTOS,1
AMAZONAS,LETICIA,2024-04-21,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-04-24,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADULTOS,1
AMAZONAS,LETICIA,2024-04-25,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-04-25,MASCULINO,OTROS,ADOLESCENTES,3
AMAZONAS,LETICIA,2024-04-26,MASCULINO,ARTÍCULO 265. DAÑO EN BIEN AJENO,ADULTOS,1
AMAZONAS,LETICIA,2024-04-27,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-04-27,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADULTOS,1
AMAZONAS,LETICIA,2024-05-01,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,2
AMAZONAS,LETICIA,2024-05-07,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-05-07,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADULTOS,1
AMAZONAS,LETICIA,2024-05-08,MASCULINO,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,ADULTOS,1
AMAZONAS,LETICIA,2024-05-12,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-05-13,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-05-13,MASCULINO,ARTÍCULO 239. HURTO ENTIDADES COMERCIALES,ADULTOS,1
AMAZONAS,LETICIA,2024-05-14,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-05-16,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-05-16,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-05-17,MASCULINO,ARTÍCULO 265. DAÑO EN BIEN AJENO,ADULTOS,1
AMAZONAS,LETICIA,2024-05-21,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADULTOS,2
AMAZONAS,LETICIA,2024-05-22,MASCULINO,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ADULTOS,2
AMAZONAS,LETICIA,2024-05-23,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-05-27,MASCULINO,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ADULTOS,1
AMAZONAS,LETICIA,2024-05-28,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-05-28,MASCULINO,ARTÍCULO 239. HURTO RESIDENCIAS,ADULTOS,1
AMAZONAS,LETICIA,2024-05-28,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-05-29,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
AMAZONAS,LETICIA,2024-05-31,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-06-02,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-06-09,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,2
AMAZONAS,LETICIA,2024-06-09,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-06-13,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-06-13,MASCULINO,ARTÍCULO 239. HURTO RESIDENCIAS,ADULTOS,1
AMAZONAS,LETICIA,2024-06-14,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
AMAZONAS,LETICIA,2024-06-17,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-06-18,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-06-18,MASCULINO,ARTÍCULO 265. DAÑO EN BIEN AJENO,ADULTOS,1
AMAZONAS,LETICIA,2024-06-21,FEMENINO,ARTÍCULO 111. LESIONES PERSONALES,ADULTOS,1
AMAZONAS,LETICIA,2024-06-23,MASCULINO,ARTÍCULO 103. HOMICIDIO,ADULTOS,1
AMAZONAS,LETICIA,2024-06-24,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-06-25,MASCULINO,ARTÍCULO 103. HOMICIDIO,ADULTOS,2
AMAZONAS,LETICIA,2024-06-26,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-06-27,FEMENINO,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ADULTOS,1
AMAZONAS,LETICIA,2024-06-27,MASCULINO,ARTÍCULO 448. FUGA DE PRESOS,ADULTOS,1
AMAZONAS,LETICIA,2024-06-28,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-06-30,MASCULINO,ARTÍCULO 111. LESIONES PERSONALES,ADULTOS,1
AMAZONAS,LETICIA,2024-07-03,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-07-03,MASCULINO,ARTÍCULO 239. HURTO MOTOCICLETAS,ADULTOS,1
AMAZONAS,LETICIA,2024-07-03,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-07-04,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-07-05,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-07-05,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADULTOS,1
AMAZONAS,LETICIA,2024-07-06,FEMENINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-07-07,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,2
AMAZONAS,LETICIA,2024-07-08,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
AMAZONAS,LETICIA,2024-07-10,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-07-11,FEMENINO,ARTÍCULO 265. DAÑO EN BIEN AJENO,ADULTOS,1
AMAZONAS,LETICIA,2024-07-17,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
AMAZONAS,LETICIA,2024-07-19,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-07-19,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-07-21,MASCULINO,ARTÍCULO 239. HURTO ENTIDADES COMERCIALES,ADULTOS,1
AMAZONAS,LETICIA,2024-07-22,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-07-22,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADULTOS,1
AMAZONAS,LETICIA,2024-07-24,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-07-27,MASCULINO,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-07-28,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-07-29,MASCULINO,OTROS,ADULTOS,1
AMAZONAS,LETICIA,2024-07-30,MASCULINO,ARTÍCULO 103. HOMICIDIO,ADULTOS,1
AMAZONAS,LETICIA,2024-07-31,MASCULINO,ARTÍCULO 111. LESIONES PERSONALES,ADULTOS,1
AMAZONAS,LETICIA,2024-08-01,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
AMAZONAS,LETICIA,2024-08-03,MASCULINO,ARTÍCULO 111. LESIONES PERSONALES,ADULTOS,1
AMAZONAS,LETICIA,2024-08-05,MASCULINO,ARTÍCULO 296. FALSEDAD PERSONAL,ADULTOS,2
AMAZONAS,LETICIA,2024-08-07,MASCULINO,ARTÍCULO 447. RECEPTACIÓN,ADULTOS,1
AMAZONAS,LETICIA,2024-08-08,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-08-08,MASCULINO,ARTÍCULO 447. RECEPTACIÓN,ADULTOS,1
AMAZONAS,LETICIA,2024-08-09,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADULTOS,1
AMAZONAS,LETICIA,2024-08-11,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-08-13,MASCULINO,ARTÍCULO 103. HOMICIDIO,ADULTOS,1
AMAZONAS,LETICIA,2024-08-14,MASCULINO,ARTÍCULO 239. HURTO ENTIDADES COMERCIALES,ADULTOS,1
AMAZONAS,LETICIA,2024-08-16,FEMENINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-08-16,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-08-17,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
AMAZONAS,LETICIA,2024-08-18,MASCULINO,ARTÍCULO 111. LESIONES PERSONALES,ADULTOS,1
AMAZONAS,LETICIA,2024-08-23,MASCULINO,ARTÍCULO 239. HURTO MOTOCICLETAS,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-08-23,MASCULINO,ARTÍCULO 239. HURTO MOTOCICLETAS,ADULTOS,1
AMAZONAS,LETICIA,2024-08-28,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-09-01,MASCULINO,OTROS,ADULTOS,1
AMAZONAS,LETICIA,2024-09-02,FEMENINO,ARTÍCULO 239. HURTO MOTOCICLETAS,ADULTOS,1
AMAZONAS,LETICIA,2024-09-02,MASCULINO,ARTÍCULO 239. HURTO MOTOCICLETAS,ADULTOS,1
AMAZONAS,LETICIA,2024-09-04,MASCULINO,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,ADULTOS,1
AMAZONAS,LETICIA,2024-09-06,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-09-07,MASCULINO,ARTÍCULO 296. FALSEDAD PERSONAL,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-09-09,MASCULINO,ARTÍCULO 103. HOMICIDIO,ADULTOS,1
AMAZONAS,LETICIA,2024-09-09,MASCULINO,ARTÍCULO 233. INASISTENCIA ALIMENTARIA.,ADULTOS,1
AMAZONAS,LETICIA,2024-09-11,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-09-13,MASCULINO,ARTÍCULO 226. INJURIA POR VÍAS DE HECHO,ADULTOS,1
AMAZONAS,LETICIA,2024-09-15,MASCULINO,ARTÍCULO 103. HOMICIDIO,ADULTOS,1
AMAZONAS,LETICIA,2024-09-15,MASCULINO,ARTÍCULO 239. HURTO ENTIDADES COMERCIALES,ADULTOS,3
AMAZONAS,LETICIA,2024-09-16,MASCULINO,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-09-16,MASCULINO,ARTÍCULO 239. HURTO ENTIDADES COMERCIALES,ADULTOS,1
AMAZONAS,LETICIA,2024-09-16,MASCULINO,ARTÍCULO 429. VIOLENCIA CONTRA SERVIDOR PÚBLICO,ADULTOS,1
AMAZONAS,LETICIA,2024-09-19,FEMENINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-09-19,FEMENINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-09-19,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,2
AMAZONAS,LETICIA,2024-09-19,MASCULINO,ARTÍCULO 239. HURTO PERSONAS,ADULTOS,1
AMAZONAS,LETICIA,2024-09-19,MASCULINO,ARTÍCULO 365. FABRICACIÓN. TRÁFICO. PORTE O TENENCIA DE ARMAS DE FUEGO.ACCESORIOS. PARTES O MUNICIONES ,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-09-19,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-09-19,MASCULINO,ARTÍCULO 429. VIOLENCIA CONTRA SERVIDOR PÚBLICO,ADOLESCENTES,1
AMAZONAS,LETICIA,2024-09-20,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-09-21,MASCULINO,ARTÍCULO 376. TRÁFICO. FABRICACIÓN O PORTE DE ESTUPEFACIENTES,ADULTOS,1
AMAZONAS,LETICIA,2024-09-22,MASCULINO,ARTÍCULO 239. HURTO PERSONAS,ADULTOS,1
AMAZONAS,LETICIA,2024-09-24,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
AMAZONAS,LETICIA,2024-09-24,MASCULINO,ARTÍCULO 239. HURTO ENTIDADES COMERCIALES,ADULTOS,1
AMAZONAS,LETICIA,2024-09-26,MASCULINO,ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.,ADULTOS,1
AMAZONAS,LETICIA,2024-09-26,MASCULINO,ARTÍCULO 233. INASISTENCIA ALIMENTARIA.,ADULTOS,1
